Births (1-year) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName  Year          Female      Male     Total
DNK      1841           18753     19965     38718
DNK      1842           19338     20196     39534
DNK      1843           19404     20147     39551
DNK      1844           19909     20837     40746
DNK      1845           20352     21249     41601
DNK      1846           20285     20940     41225
DNK      1847           20683     21608     42291
DNK      1848           20885     21862     42747
DNK      1849           21567     22078     43645
DNK      1850           21684     23084     44768
DNK      1851           21178     22160     43338
DNK      1852           23602     24788     48390
DNK      1853           22694     23920     46614
DNK      1854           23914     24811     48725
DNK      1855           23446     24714     48160
DNK      1856           24402     25151     49553
DNK      1857           24905     26149     51054
DNK      1858           25644     26471     52115
DNK      1859           25946     27415     53361
DNK      1860           25532     27004     52536
DNK      1861           25281     26335     51616
DNK      1862           24828     26114     50942
DNK      1863           25144     26557     51701
DNK      1864           24678     26119     50797
DNK      1865           25982     27236     53218
DNK      1866           26666     28475     55141
DNK      1867           25842     26858     52700
DNK      1868           26663     27827     54490
DNK      1869           25647     26462     52109
DNK      1870           26442     27978     54420
DNK      1871           26509     27887     54396
DNK      1872           26922     28299     55221
DNK      1873           27573     28998     56571
DNK      1874           27869     29409     57278
DNK      1875           29130     30619     59749
DNK      1876           30115     31673     61788
DNK      1877           30411     31433     61844
DNK      1878           29849     31441     61290
DNK      1879           30395     32060     62455
DNK      1880           30512     32100     62612
DNK      1881           31244     32901     64145
DNK      1882           31751     33319     65070
DNK      1883           31305     33169     64474
DNK      1884           33217     35123     68340
DNK      1885           32900     34564     67464
DNK      1886           33265     34797     68062
DNK      1887           32962     34455     67417
DNK      1888           32961     34466     67427
DNK      1889           32810     34575     67385
DNK      1890           32281     34095     66376
DNK      1891           33080     34857     67937
DNK      1892           31930     33538     65468
DNK      1893           33476     35054     68530
DNK      1894           33105     35195     68300
DNK      1895           33471     35400     68871
DNK      1896           34432     35839     70271
DNK      1897           33664     35912     69576
DNK      1898           34965     36705     71670
DNK      1899           34804     36551     71355
DNK      1900           35087     37042     72129
DNK      1901           35867     37352     73219
DNK      1902           35422     37417     72839
DNK      1903           35274     37077     72351
DNK      1904           35803     37889     73692
DNK      1905           35472     37610     73082
DNK      1906           36181     38036     74217
DNK      1907           36189     38135     74324
DNK      1908           37405     38828     76233
DNK      1909           37130     39171     76301
DNK      1910           36677     38622     75299
DNK      1911           36135     37798     73933
DNK      1912           36338     38321     74659
DNK      1913           35481     36994     72475
DNK      1914           35785     37509     73294
DNK      1915           34210     35982     70192
DNK      1916           34829     36730     71559
DNK      1917           34380     35926     70306
DNK      1918           35260     37245     72505
DNK      1919           33286     35436     68722
DNK      1920           38268     39962     78230
DNK      1921           38347     40468     78815
DNK      1922           35736     38163     73899
DNK      1923           36390     38437     74827
DNK      1924           35926     37910     73836
DNK      1925           35193     36704     71897
DNK      1926           34447     36287     70734
DNK      1927           33079     34945     68024
DNK      1928           33250     35266     68516
DNK      1929           31794     33503     65297
DNK      1930           32425     33878     66303
DNK      1931           31199     33067     64266
DNK      1932           31630     33020     64650
DNK      1933           30371     32409     62780
DNK      1934           31516     33600     65116
DNK      1935           31591     33632     65223
DNK      1936           32371     34047     66418
DNK      1937           33044     34396     67440
DNK      1938           33232     35230     68462
DNK      1939           32801     35113     67914
DNK      1940           34194     35927     70121
DNK      1941           34607     36699     71306
DNK      1942           38569     40976     79545
DNK      1943           41048     43271     84319
DNK      1944           43822     46819     90641
DNK      1945           45838     49224     95062
DNK      1946           46447     49664     96111
DNK      1947           44386     47328     91714
DNK      1948           41081     43857     84938
DNK      1949           38802     41117     79919
DNK      1950           38824     40734     79558
DNK      1951           36951     39608     76559
DNK      1952           37311     39632     76943
DNK      1953           37762     40499     78261
DNK      1954           37056     39309     76365
DNK      1955           37120     39725     76845
DNK      1956           37187     39538     76725
DNK      1957           36425     38839     75264
DNK      1958           36225     38456     74681
DNK      1959           35942     37986     73928
DNK      1960           37118     38959     76077
DNK      1961           37264     39175     76439
DNK      1962           37959     39849     77808
DNK      1963           40127     42286     82413
DNK      1964           40350     43006     83356
DNK      1965           41645     44151     85796
DNK      1966           42920     45412     88332
DNK      1967           39619     41791     81410
DNK      1968           36052     38491     74543
DNK      1969           34431     36867     71298
DNK      1970           34420     36382     70802
DNK      1971           36404     38955     75359
DNK      1972           36813     38692     75505
DNK      1973           34996     36899     71895
DNK      1974           34771     36556     71327
DNK      1975           35260     36811     72071
DNK      1976           31533     33734     65267
DNK      1977           30055     31823     61878
DNK      1978           30161     31875     62036
DNK      1979           28909     30555     59464
DNK      1980           27941     29352     57293
DNK      1981           25972     27117     53089
DNK      1982           25595     27063     52658
DNK      1983           24821     26001     50822
DNK      1984           25228     26572     51800
DNK      1985           26284     27465     53749
DNK      1986           26878     28434     55312
DNK      1987           27142     29079     56221
DNK      1988           28520     30324     58844
DNK      1989           29876     31475     61351
DNK      1990           30813     32620     63433
DNK      1991           31353     33005     64358
DNK      1992           32914     34812     67726
DNK      1993           32760     34609     67369
DNK      1994           34027     35639     69666
DNK      1995           33885     35886     69771
DNK      1996           32819     34819     67638
DNK      1997           32899     34749     67648
DNK      1998           32116     34058     66174
DNK      1999           32341     33879     66220
DNK      2000           32652     34432     67084
DNK      2001           31961     33497     65458
DNK      2002           31109     32966     64075
DNK      2003           31441     33158     64599
DNK      2004           31539     33070     64609
DNK      2005           31459     32823     64282
DNK      2006           31580     33404     64984
DNK      2007           31267     32815     64082
DNK      2008           31507     33531     65038
DNK      2009           30557     32261     62818
DNK      2010           30946     32465     63411
DNK      2011           28984     30014     58998
DNK      2012           28131     29785     57916
DNK      2013           27283     28590     55873
DNK      2014           27616     29254     56870
DNK      2015           28357     29848     58205
DNK      2016           29833     31781     61614
DNK      2017           29930     31467     61397
DNK      2018           29865     31611     61476
DNK      2019           29648     31519     61167
DNK      2020           29762     31175     60937
DNK      2021           30901     32572     63473
DNK      2022           28302     30128     58430
DNK      2023           27915     29554     57469
DNK      2024           27578     29501     57079
ESP      1908          313288    344720    658008
ESP      1909          310009    340489    650498
ESP      1910          308121    338854    646975
ESP      1911          299984    328459    628443
ESP      1912          303527    334333    637860
ESP      1913          294979    322871    617850
ESP      1914          290488    317719    608207
ESP      1915          299857    331605    631462
ESP      1916          284855    314156    599011
ESP      1917          287271    314868    602139
ESP      1918          292334    320403    612737
ESP      1919          279347    306616    585963
ESP      1920          297014    326325    623339
ESP      1921          309323    339569    648892
ESP      1922          313425    342668    656093
ESP      1923          316899    345677    662576
ESP      1924          312852    340233    653085
ESP      1925          309523    335218    644741
ESP      1926          318141    345260    663401
ESP      1927          306623    329405    636028
ESP      1928          320549    345691    666240
ESP      1929          315442    338226    653668
ESP      1930          320556    345321    665877
ESP      1931          315720    338058    653778
ESP      1932          325995    349115    675110
ESP      1933          325664    346580    672244
ESP      1934          311904    329984    641888
ESP      1935          309237    327488    636725
ESP      1936          300063    317157    617220
ESP      1937          276353    292624    568977
ESP      1938          245966    262760    508726
ESP      1939          203987    218358    422345
ESP      1940          305131    326154    631285
ESP      1941          247238    263916    511154
ESP      1942          256446    274399    530845
ESP      1943          294184    312787    606971
ESP      1944          292599    309492    602091
ESP      1945          302250    319308    621558
ESP      1946          285366    300015    585381
ESP      1947          286391    302341    588732
ESP      1948          312386    329655    642041
ESP      1949          293110    308649    601759
ESP      1950          275078    290300    565378
ESP      1951          275692    291782    567474
ESP      1952          287120    305899    593019
ESP      1953          286442    302746    589188
ESP      1954          281954    295932    577886
ESP      1955          291426    307544    598970
ESP      1956          296437    311684    608121
ESP      1957          315196    331588    646784
ESP      1958          318705    334511    653216
ESP      1959          318369    336105    654474
ESP      1960          321660    341715    663375
ESP      1961          317749    336867    654616
ESP      1962          320003    338813    658816
ESP      1963          326221    345299    671520
ESP      1964          339393    358304    697697
ESP      1965          329334    347027    676361
ESP      1966          325561    344358    669919
ESP      1967          330810    349315    680125
ESP      1968          324585    342726    667311
ESP      1969          323855    342713    666568
ESP      1970          322266    341401    663667
ESP      1971          326241    345851    672092
ESP      1972          326442    345963    672405
ESP      1973          326888    346075    672963
ESP      1974          334984    353727    688711
ESP      1975          322614    345982    668596
ESP      1976          327848    348870    676718
ESP      1977          316858    338667    655525
ESP      1978          306712    329371    636083
ESP      1979          290832    310649    601481
ESP      1980          274628    296018    570646
ESP      1981          254640    277961    532601
ESP      1982          246885    268447    515332
ESP      1983          233522    251324    484846
ESP      1984          227005    245815    472820
ESP      1985          219881    236056    455937
ESP      1986          211345    226958    438303
ESP      1987          205312    221087    426399
ESP      1988          201978    216459    418437
ESP      1989          197021    211003    408024
ESP      1990          193769    207304    401073
ESP      1991          190937    204715    395652
ESP      1992          191985    204685    396670
ESP      1993          186344    199374    385718
ESP      1994          178813    190764    369577
ESP      1995          176068    187399    363467
ESP      1996          175580    186367    361947
ESP      1997          178585    189776    368361
ESP      1998          175825    188602    364427
ESP      1999          183966    195248    379214
ESP      2000          191557    205069    396626
ESP      2001          197087    208226    405313
ESP      2002          202310    215378    417688
ESP      2003          213622    226909    440531
ESP      2004          219018    234154    453172
ESP      2005          225424    239387    464811
ESP      2006          232980    248315    481295
ESP      2007          237975    253163    491138
ESP      2008          250823    267680    518503
ESP      2009          238446    255271    493717
ESP      2010          235207    250045    485252
ESP      2011          227997    242556    470553
ESP      2012          219660    233688    453348
ESP      2013          206065    218375    424440
ESP      2014          206042    220034    426076
ESP      2015          202929    215503    418432
ESP      2016          198643    210091    408734
ESP      2017          189823    201442    391265
ESP      2018          180243    190584    370827
ESP      2019          174229    184518    358747
ESP      2020          166130    174505    340635
ESP      2021          162956    173867    336823
ESP      2022          159402    169302    328704
ESP      2023          155634    164196    319830
EST      1959            9643     10303     19946
EST      1960            9768     10415     20183
EST      1961            9946     10308     20254
EST      1962            9549     10412     19961
EST      1963            9308      9972     19280
EST      1964            9415     10223     19638
EST      1965            9248      9666     18914
EST      1966            9027      9614     18641
EST      1967            9208      9485     18693
EST      1968            9595     10197     19792
EST      1969           10132     10734     20866
EST      1970           10577     10975     21552
EST      1971           10686     11432     22118
EST      1972           10578     11179     21757
EST      1973           10294     10945     21239
EST      1974           10515     10946     21461
EST      1975           10237     11123     21360
EST      1976           10680     11121     21801
EST      1977           10642     11335     21977
EST      1978           10678     11164     21842
EST      1979           10574     11305     21879
EST      1980           10795     11409     22204
EST      1981           11106     11831     22937
EST      1982           11266     11862     23128
EST      1983           11749     12406     24155
EST      1984           11893     12341     24234
EST      1985           11568     12062     23630
EST      1986           11721     12385     24106
EST      1987           12092     12994     25086
EST      1988           12287     12773     25060
EST      1989           11755     12563     24318
EST      1990           10822     11482     22304
EST      1991            9450      9963     19413
EST      1992            8778      9260     18038
EST      1993            7318      7935     15253
EST      1994            6946      7230     14176
EST      1995            6567      6942     13509
EST      1996            6429      6813     13242
EST      1997            6049      6528     12577
EST      1998            5884      6283     12167
EST      1999            6058      6367     12425
EST      2000            6243      6824     13067
EST      2001            6101      6531     12632
EST      2002            6382      6619     13001
EST      2003            6409      6627     13036
EST      2004            6816      7176     13992
EST      2005            6864      7486     14350
EST      2006            7121      7756     14877
EST      2007            7675      8100     15775
EST      2008            7769      8259     16028
EST      2009            7741      8022     15763
EST      2010            7659      8166     15825
EST      2011            7124      7555     14679
EST      2012            6864      7192     14056
EST      2013            6630      6901     13531
EST      2014            6630      6921     13551
EST      2015            6735      7172     13907
EST      2016            6688      7365     14053
EST      2017            6593      7191     13784
EST      2018            7022      7345     14367
EST      2019            6887      7212     14099
FIN      1859           29976     31478     61454
FIN      1860           30820     32363     63183
FIN      1861           32470     34064     66534
FIN      1862           32493     33835     66328
FIN      1863           31619     33364     64983
FIN      1864           34878     36429     71307
FIN      1865           30645     32135     62780
FIN      1866           28745     30108     58853
FIN      1867           29013     30151     59164
FIN      1868           21334     22423     43757
FIN      1869           28379     30016     58395
FIN      1870           31185     32563     63748
FIN      1871           32661     33906     66567
FIN      1872           32269     33920     66189
FIN      1873           33325     35097     68422
FIN      1874           34528     36370     70898
FIN      1875           33821     35700     69521
FIN      1876           34873     35886     70759
FIN      1877           36637     38194     74831
FIN      1878           33880     36395     70275
FIN      1879           37189     38961     76150
FIN      1880           36423     38361     74784
FIN      1881           35209     37227     72436
FIN      1882           37000     39053     76053
FIN      1883           37401     38977     76378
FIN      1884           38118     40029     78147
FIN      1885           36582     38547     75129
FIN      1886           38361     40215     78576
FIN      1887           40033     41691     81724
FIN      1888           39280     40892     80172
FIN      1889           37758     40123     77881
FIN      1890           37837     40023     77860
FIN      1891           40069     42059     82128
FIN      1892           37182     39251     76433
FIN      1893           35453     37577     73030
FIN      1894           37193     39013     76206
FIN      1895           39808     41975     81783
FIN      1896           39868     41788     81656
FIN      1897           40007     42323     82330
FIN      1898           43344     45762     89106
FIN      1899           43032     45326     88358
FIN      1900           41904     44435     86339
FIN      1901           43147     45490     88637
FIN      1902           42280     44802     87082
FIN      1903           41357     43763     85120
FIN      1904           43909     46344     90253
FIN      1905           42992     44849     87841
FIN      1906           44429     46972     91401
FIN      1907           45041     47416     92457
FIN      1908           44651     47495     92146
FIN      1909           46215     48790     95005
FIN      1910           45239     47745     92984
FIN      1911           43978     47260     91238
FIN      1912           44752     47523     92275
FIN      1913           42185     45065     87250
FIN      1914           42549     45028     87577
FIN      1915           40468     42838     83306
FIN      1916           38716     40937     79653
FIN      1917           39320     41726     81046
FIN      1918           38587     40907     79494
FIN      1919           30829     33067     63896
FIN      1920           41070     43644     84714
FIN      1921           39953     42212     82165
FIN      1922           38907     41233     80140
FIN      1923           39639     42322     81961
FIN      1924           37757     40300     78057
FIN      1925           37906     40354     78260
FIN      1926           37394     39481     76875
FIN      1927           36638     38973     75611
FIN      1928           37608     39915     77523
FIN      1929           37043     38968     76011
FIN      1930           36648     38588     75236
FIN      1931           34723     37143     71866
FIN      1932           33878     35474     69352
FIN      1933           31628     33419     65047
FIN      1934           33137     34576     67713
FIN      1935           33764     36178     69942
FIN      1936           33545     35350     68895
FIN      1937           35077     37242     72319
FIN      1938           37106     39589     76695
FIN      1939           38300     39864     78164
FIN      1940           32031     33818     65849
FIN      1941           43359     46206     89565
FIN      1942           29959     31713     61672
FIN      1943           36814     39298     76112
FIN      1944           38468     40978     79446
FIN      1945           46306     49452     95758
FIN      1946           51609     54466    106075
FIN      1947           52500     55668    108168
FIN      1948           52471     55288    107759
FIN      1949           50239     53276    103515
FIN      1950           47723     50342     98065
FIN      1951           45354     47709     93063
FIN      1952           45924     48390     94314
FIN      1953           44250     46616     90866
FIN      1954           44096     45749     89845
FIN      1955           43672     46068     89740
FIN      1956           43350     45546     88896
FIN      1957           42340     44645     86985
FIN      1958           39701     41447     81148
FIN      1959           40600     42653     83253
FIN      1960           40101     42028     82129
FIN      1961           40128     41868     81996
FIN      1962           39741     41713     81454
FIN      1963           40121     42130     82251
FIN      1964           39219     41209     80428
FIN      1965           38031     39854     77885
FIN      1966           38146     39551     77697
FIN      1967           37650     39639     77289
FIN      1968           36053     37601     73654
FIN      1969           32833     34617     67450
FIN      1970           31545     33014     64559
FIN      1971           29978     31089     61067
FIN      1972           28489     30375     58864
FIN      1973           27487     29300     56787
FIN      1974           30619     31853     62472
FIN      1975           31902     33817     65719
FIN      1976           32540     34306     66846
FIN      1977           32035     33624     65659
FIN      1978           31145     32838     63983
FIN      1979           31205     32223     63428
FIN      1980           30715     32349     63064
FIN      1981           31016     32453     63469
FIN      1982           32101     34005     66106
FIN      1983           32698     34194     66892
FIN      1984           31846     33230     65076
FIN      1985           30784     32012     62796
FIN      1986           29597     31035     60632
FIN      1987           29196     30631     59827
FIN      1988           30943     32373     63316
FIN      1989           30946     32402     63348
FIN      1990           32010     33539     65549
FIN      1991           32134     33261     65395
FIN      1992           32584     34147     66731
FIN      1993           31825     33001     64826
FIN      1994           32051     33180     65231
FIN      1995           30857     32210     63067
FIN      1996           29581     31142     60723
FIN      1997           29185     30144     59329
FIN      1998           27975     29133     57108
FIN      1999           28174     29400     57574
FIN      2000           27492     29250     56742
FIN      2001           27488     28701     56189
FIN      2002           26992     28563     55555
FIN      2003           27791     28839     56630
FIN      2004           28074     29684     57758
FIN      2005           28342     29400     57742
FIN      2006           28835     30005     58840
FIN      2007           28593     30136     58729
FIN      2008           29115     30415     59530
FIN      2009           29635     30795     60430
FIN      2010           29671     31309     60980
FIN      2011           29415     30546     59961
FIN      2012           29185     30308     59493
FIN      2013           28276     29858     58134
FIN      2014           27960     29272     57232
FIN      2015           27003     28469     55472
FIN      2016           26002     26812     52814
FIN      2017           24647     25674     50321
FIN      2018           22947     24630     47577
FIN      2019           22427     23186     45613
FIN      2020           22685     23778     46463
FIN      2021           24307     25287     49594
FIN      2022           21991     22960     44951
FIN      2023           21110     22273     43383
FIN      2024           21256     22464     43720
FRACNP   1806          444393    471786    916179
FRACNP   1807          449401    475716    925117
FRACNP   1808          443217    469623    912840
FRACNP   1809          451457    481934    933391
FRACNP   1810          450887    480912    931799
FRACNP   1811          447114    479790    926904
FRACNP   1812          426933    457012    883945
FRACNP   1813          432419    463161    895580
FRACNP   1814          480878    513204    994082
FRACNP   1815          462683    490458    953141
FRACNP   1816          468549    500385    968934
FRACNP   1817          456330    488145    944475
FRACNP   1818          442953    471624    914577
FRACNP   1819          478645    508922    987567
FRACNP   1820          465161    494820    959981
FRACNP   1821          466886    498478    965364
FRACNP   1822          471765    500867    972632
FRACNP   1823          467305    496022    963327
FRACNP   1824          476490    507668    984158
FRACNP   1825          470334    503168    973502
FRACNP   1826          480855    511411    992266
FRACNP   1827          474769    505366    980135
FRACNP   1828          475153    501796    976949
FRACNP   1829          468975    496495    965470
FRACNP   1830          471086    496914    968000
FRACNP   1831          477623    509220    986843
FRACNP   1832          454185    483249    937434
FRACNP   1833          469119    501059    970178
FRACNP   1834          477772    508718    986490
FRACNP   1835          481465    512368    993833
FRACNP   1836          475330    504416    979746
FRACNP   1837          458020    485721    943741
FRACNP   1838          467279    495820    963099
FRACNP   1839          465017    493172    958189
FRACNP   1840          462963    489424    952387
FRACNP   1841          474037    502716    976753
FRACNP   1842          476540    506450    982990
FRACNP   1843          475469    502927    978396
FRACNP   1844          466781    492703    959484
FRACNP   1845          477649    504878    982527
FRACNP   1846          469857    496009    965866
FRACNP   1847          440951    460910    901861
FRACNP   1848          457683    482473    940156
FRACNP   1849          479791    506057    985848
FRACNP   1850          464438    489802    954240
FRACNP   1851          474665    496606    971271
FRACNP   1852          470103    494856    964959
FRACNP   1853          454651    482316    936967
FRACNP   1854          449627    473834    923461
FRACNP   1855          438896    463440    902336
FRACNP   1856          463745    488371    952116
FRACNP   1857          458373    482336    940709
FRACNP   1858          472851    496492    969343
FRACNP   1859          495780    522116   1017896
FRACNP   1860          467229    489646    956875
FRACNP   1861          490343    514735   1005078
FRACNP   1862          484856    510311    995167
FRACNP   1863          494213    518581   1012794
FRACNP   1864          489720    516160   1005880
FRACNP   1865          490408    515345   1005753
FRACNP   1866          490122    516136   1006258
FRACNP   1867          493386    514369   1007755
FRACNP   1868          480638    503502    984140
FRACNP   1869          462643    485883    948526
FRACNP   1870          460740    482775    943515
FRACNP   1871          403242    422879    826121
FRACNP   1872          471519    494481    966000
FRACNP   1873          461613    484751    946364
FRACNP   1874          465030    489622    954652
FRACNP   1875          463694    487281    950975
FRACNP   1876          472364    494318    966682
FRACNP   1877          461944    482632    944576
FRACNP   1878          457790    479527    937317
FRACNP   1879          457918    478611    936529
FRACNP   1880          450996    469181    920177
FRACNP   1881          456496    480561    937057
FRACNP   1882          457571    477995    935566
FRACNP   1883          457626    480318    937944
FRACNP   1884          458419    479339    937758
FRACNP   1885          450178    474380    924558
FRACNP   1886          447315    465523    912838
FRACNP   1887          440149    459184    899333
FRACNP   1888          431253    451386    882639
FRACNP   1889          430211    450368    880579
FRACNP   1890          409907    428152    838059
FRACNP   1891          423150    443227    866377
FRACNP   1892          418047    437800    855847
FRACNP   1893          427715    446957    874672
FRACNP   1894          418725    436663    855388
FRACNP   1895          408284    425889    834173
FRACNP   1896          423965    441621    865586
FRACNP   1897          420824    438283    859107
FRACNP   1898          412568    431365    843933
FRACNP   1899          417618    435485    853103
FRACNP   1900          407631    425139    832770
FRACNP   1901          422860    440012    862872
FRACNP   1902          416494    434410    850904
FRACNP   1903          407737    424343    832080
FRACNP   1904          403706    419836    823542
FRACNP   1905          397596    414908    812504
FRACNP   1906          397710    414266    811976
FRACNP   1907          379783    397950    777733
FRACNP   1908          388927    408409    797336
FRACNP   1909          378562    395960    774522
FRACNP   1910          380859    398478    779337
FRACNP   1911          365811    381304    747115
FRACNP   1912          368496    386651    755147
FRACNP   1913          366443    384341    750784
FRACNP   1914          292894    304592    597486
FRACNP   1915          190141    199213    389354
FRACNP   1916          153720    161439    315159
FRACNP   1917          168276    176461    344737
FRACNP   1918          194565    207534    402099
FRACNP   1919          197134    209185    406319
FRACNP   1920          406101    432036    838137
FRACNP   1921          398074    418451    816525
FRACNP   1922          372584    391789    764373
FRACNP   1923          372707    393181    765888
FRACNP   1924          369998    387875    757873
FRACNP   1925          377426    397029    774455
FRACNP   1926          377079    394611    771690
FRACNP   1927          365864    382238    748102
FRACNP   1928          367373    386197    753570
FRACNP   1929          358708    375432    734140
FRACNP   1930          369376    384644    754020
FRACNP   1931          360700    376911    737611
FRACNP   1932          354977    371322    726299
FRACNP   1933          334427    347967    682394
FRACNP   1934          333554    347964    681518
FRACNP   1935          315524    328346    643870
FRACNP   1936          311360    322984    634344
FRACNP   1937          304524    316929    621453
FRACNP   1938          301362    314220    615582
FRACNP   1939          287746    298980    586726
FRACNP   1940          263864    274892    538756
FRACNP   1941          242979    252585    495564
FRACNP   1942          266364    281487    547851
FRACNP   1943          284103    301991    586094
FRACNP   1944          293035    310767    603802
FRACNP   1945          304142    321638    625780
FRACNP   1946          410079    433825    843904
FRACNP   1947          422962    447510    870472
FRACNP   1948          422938    447898    870836
FRACNP   1949          425151    447510    872661
FRACNP   1950          420515    441795    862310
FRACNP   1951          402925    423797    826722
FRACNP   1952          400658    421546    822204
FRACNP   1953          392097    412599    804696
FRACNP   1954          394676    416078    810754
FRACNP   1955          393758    412159    805917
FRACNP   1956          393370    413546    806916
FRACNP   1957          398833    417634    816467
FRACNP   1958          396994    415221    812215
FRACNP   1959          404844    424405    829249
FRACNP   1960          400044    419775    819819
FRACNP   1961          409756    428877    838633
FRACNP   1962          406434    425919    832353
FRACNP   1963          425032    443844    868876
FRACNP   1964          428293    449511    877804
FRACNP   1965          422298    443390    865688
FRACNP   1966          421399    442128    863527
FRACNP   1967          409927    430641    840568
FRACNP   1968          408173    427623    835796
FRACNP   1969          410899    431346    842245
FRACNP   1970          413782    436599    850381
FRACNP   1971          429306    451978    881284
FRACNP   1972          426839    450667    877506
FRACNP   1973          416996    440190    857186
FRACNP   1974          389779    411439    801218
FRACNP   1975          363261    381804    745065
FRACNP   1976          350956    369439    720395
FRACNP   1977          362407    382337    744744
FRACNP   1978          358781    378281    737062
FRACNP   1979          368750    388604    757354
FRACNP   1980          389829    410547    800376
FRACNP   1981          392003    413480    805483
FRACNP   1982          388018    409205    797223
FRACNP   1983          364866    383659    748525
FRACNP   1984          370629    389310    759939
FRACNP   1985          374319    394112    768431
FRACNP   1986          379269    399199    778468
FRACNP   1987          374597    393231    767828
FRACNP   1988          375829    395439    771268
FRACNP   1989          373824    391649    765473
FRACNP   1990          371095    391312    762407
FRACNP   1991          369817    389239    759056
FRACNP   1992          361914    381744    743658
FRACNP   1993          347021    364589    711610
FRACNP   1994          346716    364277    710993
FRACNP   1995          356200    373409    729609
FRACNP   1996          357335    377003    734338
FRACNP   1997          353611    373157    726768
FRACNP   1998          360005    378075    738080
FRACNP   1999          362659    382132    744791
FRACNP   2000          377430    397352    774782
FRACNP   2001          376648    394297    770945
FRACNP   2002          371649    389981    761630
FRACNP   2003          372115    389349    761464
FRACNP   2004          374339    393477    767816
FRACNP   2005          378009    396346    774355
FRACNP   2006          389050    407846    796896
FRACNP   2007          383688    402297    785985
FRACNP   2008          389260    406784    796044
FRACNP   2009          387518    405902    793420
FRACNP   2010          392084    410140    802224
FRACNP   2011          387790    405206    792996
FRACNP   2012          385516    404774    790290
FRACNP   2013          381472    400149    781621
FRACNP   2014          381883    399284    781167
FRACNP   2015          371240    389181    760421
FRACNP   2016          363387    381310    744697
FRACNP   2017          356526    373716    730242
FRACNP   2018          350616    369121    719737
FRACNP   2019          349105    364924    714029
FRACNP   2020          340275    356389    696664
FRACNP   2021          342986    358833    701819
FRACNP   2022          335268    351296    686564
FRACNP   2023          312222    327311    639533
FRATNP   1806          444393    471786    916179
FRATNP   1807          449401    475716    925117
FRATNP   1808          443217    469623    912840
FRATNP   1809          451457    481934    933391
FRATNP   1810          450887    480912    931799
FRATNP   1811          447114    479790    926904
FRATNP   1812          426933    457012    883945
FRATNP   1813          432419    463161    895580
FRATNP   1814          480878    513204    994082
FRATNP   1815          462683    490458    953141
FRATNP   1816          468549    500385    968934
FRATNP   1817          456330    488145    944475
FRATNP   1818          442953    471624    914577
FRATNP   1819          478645    508922    987567
FRATNP   1820          465161    494820    959981
FRATNP   1821          466886    498478    965364
FRATNP   1822          471765    500867    972632
FRATNP   1823          467305    496022    963327
FRATNP   1824          476490    507668    984158
FRATNP   1825          470334    503168    973502
FRATNP   1826          480855    511411    992266
FRATNP   1827          474769    505366    980135
FRATNP   1828          475153    501796    976949
FRATNP   1829          468975    496495    965470
FRATNP   1830          471086    496914    968000
FRATNP   1831          477623    509220    986843
FRATNP   1832          454185    483249    937434
FRATNP   1833          469119    501059    970178
FRATNP   1834          477772    508718    986490
FRATNP   1835          481465    512368    993833
FRATNP   1836          475330    504416    979746
FRATNP   1837          458020    485721    943741
FRATNP   1838          467279    495820    963099
FRATNP   1839          465017    493172    958189
FRATNP   1840          462963    489424    952387
FRATNP   1841          474037    502716    976753
FRATNP   1842          476540    506450    982990
FRATNP   1843          475469    502927    978396
FRATNP   1844          466781    492703    959484
FRATNP   1845          477649    504878    982527
FRATNP   1846          469857    496009    965866
FRATNP   1847          440951    460910    901861
FRATNP   1848          457683    482473    940156
FRATNP   1849          479791    506057    985848
FRATNP   1850          464438    489802    954240
FRATNP   1851          474665    496606    971271
FRATNP   1852          470103    494856    964959
FRATNP   1853          454651    482316    936967
FRATNP   1854          449627    473834    923461
FRATNP   1855          438896    463440    902336
FRATNP   1856          463745    488371    952116
FRATNP   1857          458373    482336    940709
FRATNP   1858          472851    496492    969343
FRATNP   1859          495780    522116   1017896
FRATNP   1860          467229    489646    956875
FRATNP   1861          490343    514735   1005078
FRATNP   1862          484856    510311    995167
FRATNP   1863          494213    518581   1012794
FRATNP   1864          489720    516160   1005880
FRATNP   1865          490408    515345   1005753
FRATNP   1866          490122    516136   1006258
FRATNP   1867          493386    514369   1007755
FRATNP   1868          480638    503502    984140
FRATNP   1869          462643    485883    948526
FRATNP   1870          460740    482775    943515
FRATNP   1871          403242    422879    826121
FRATNP   1872          471519    494481    966000
FRATNP   1873          461613    484751    946364
FRATNP   1874          465030    489622    954652
FRATNP   1875          463694    487281    950975
FRATNP   1876          472364    494318    966682
FRATNP   1877          461944    482632    944576
FRATNP   1878          457790    479527    937317
FRATNP   1879          457918    478611    936529
FRATNP   1880          450996    469181    920177
FRATNP   1881          456496    480561    937057
FRATNP   1882          457571    477995    935566
FRATNP   1883          457626    480318    937944
FRATNP   1884          458419    479339    937758
FRATNP   1885          450178    474380    924558
FRATNP   1886          447315    465523    912838
FRATNP   1887          440149    459184    899333
FRATNP   1888          431253    451386    882639
FRATNP   1889          430211    450368    880579
FRATNP   1890          409907    428152    838059
FRATNP   1891          423150    443227    866377
FRATNP   1892          418047    437800    855847
FRATNP   1893          427715    446957    874672
FRATNP   1894          418725    436663    855388
FRATNP   1895          408284    425889    834173
