Life tables (cohort 5x1), Total 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
CHE        1882        25-29     0.00578  0.02847  2.49   70992    2021  349883  3098133  43.64
CHE        1882        30-34     0.00545  0.02687  2.43   68971    1853  340098  2748250  39.85
CHE        1882        35-39     0.00827  0.04039  2.16   67118    2711  327898  2408152  35.88
CHE        1882        40-44     0.00674  0.03315  2.59   64407    2135  316897  2080253  32.30
CHE        1882        45-49     0.00834  0.04089  2.59   62272    2546  305233  1763357  28.32
CHE        1882        50-54     0.01164  0.05660  2.59   59725    3380  290481  1458124  24.41
CHE        1882        55-59     0.01539  0.07421  2.58   56345    4181  271610  1167643  20.72
CHE        1882        60-64     0.02200  0.10451  2.62   52164    5451  247845   896033  17.18
CHE        1882        65-69     0.03304  0.15302  2.59   46712    7148  216361   648188  13.88
CHE        1882        70-74     0.05050  0.22496  2.58   39564    8900  176252   431827  10.91
CHE        1882        75-79     0.07813  0.32759  2.54   30664   10045  128566   255575   8.33
CHE        1882        80-84     0.12628  0.47508  2.39   20619    9796   77572   127009   6.16
CHE        1882        85-89     0.19183  0.62901  2.26   10823    6808   35490    49437   4.57
CHE        1882        90-94     0.26719  0.75622  2.13    4015    3036   11364    13947   3.47
CHE        1882        95-99     0.35893  0.86800  2.03     979     850    2367     2583   2.64
CHE        1882       100-104    0.60901  0.95283  1.39     129     123     202      216   1.67
CHE        1882       105-109    0.44085  1.00000  2.27       6       6      14       14   2.27
CHE        1882       110+             .        .     .       0       0       0        0      .
CHE        1883           0      0.18327  0.16259  0.31  100000   16259   88713  5026153  50.26
CHE        1883         1-4      0.01736  0.06638  1.35   83741    5559  320246  4937440  58.96
CHE        1883         5-9      0.00542  0.02668  2.17   78183    2086  385005  4617194  59.06
CHE        1883        10-14     0.00285  0.01417  2.45   76097    1078  377737  4232189  55.62
CHE        1883        15-19     0.00427  0.02115  2.67   75019    1587  371396  3854452  51.38
CHE        1883        20-24     0.00553  0.02730  2.57   73432    2005  362281  3483056  47.43
CHE        1883        25-29     0.00565  0.02785  2.51   71428    1990  352177  3120775  43.69
CHE        1883        30-34     0.00584  0.02879  2.68   69438    1999  342558  2768598  39.87
CHE        1883        35-39     0.00774  0.03782  1.93   67439    2551  329375  2426040  35.97
CHE        1883        40-44     0.00669  0.03290  2.55   64888    2135  319217  2096665  32.31
CHE        1883        45-49     0.00895  0.04381  2.59   62753    2749  307138  1777447  28.32
CHE        1883        50-54     0.01148  0.05583  2.57   60004    3350  291893  1470310  24.50
CHE        1883        55-59     0.01490  0.07192  2.57   56654    4074  273358  1178417  20.80
CHE        1883        60-64     0.02244  0.10650  2.62   52580    5600  249559   905059  17.21
CHE        1883        65-69     0.03256  0.15095  2.59   46980    7092  217829   655499  13.95
CHE        1883        70-74     0.04950  0.22121  2.60   39888    8824  178258   437670  10.97
CHE        1883        75-79     0.07903  0.33159  2.57   31065   10301  130334   259412   8.35
CHE        1883        80-84     0.12508  0.47364  2.44   20764    9835   78629   129078   6.22
CHE        1883        85-89     0.18796  0.62199  2.28   10929    6798   36166    50449   4.62
CHE        1883        90-94     0.26874  0.74759  2.03    4131    3089   11493    14283   3.46
CHE        1883        95-99     0.35256  0.83353  1.84    1043     869    2465     2791   2.68
CHE        1883       100-104    0.53932  0.93750  1.52     174     163     302      325   1.87
CHE        1883       105-109    0.36812  0.77778  1.29      11       8      23       24   2.19
CHE        1883       110+       2.98196  1.00000  0.34       2       2       1        1   0.34
CHE        1884           0      0.18989  0.16777  0.31  100000   16777   88351  5033728  50.34
CHE        1884         1-4      0.01675  0.06419  1.37   83223    5342  318857  4945377  59.42
CHE        1884         5-9      0.00500  0.02466  2.15   77882    1920  383945  4626520  59.40
CHE        1884        10-14     0.00266  0.01323  2.40   75961    1005  377190  4242576  55.85
